"Week start date","Ontario","Algoma Public Health Unit","Brant County Health Unit","Chatham-Kent Health Unit","Durham Region Health Department","Eastern Ontario Health Unit","Grey Bruce Health Unit","Haldimand-Norfolk Health Unit","Haliburton, Kawartha, Pine Ridge District Health Unit","Halton Region Health Department","Hamilton Public Health Services","Hastings and Prince Edward Counties Health Unit","Huron Perth Health Unit","Kingston, Frontenac and Lennox and Addington Health Unit","Lambton Public Health","Leeds, Grenville and Lanark District Health Unit","Middlesex-London Health Unit","Niagara Region Public Health Department","North Bay Parry Sound District Health Unit","Northwestern Health Unit","Ottawa Public Health","Peel Public Health","Peterborough Public Health","Porcupine Health Unit","Region of Waterloo, Public Health","Renfrew County and District Health Unit","Simcoe Muskoka District Health Unit","Southwestern Public Health","Sudbury and District Health Unit","Thunder Bay District Health Unit","Timiskaming Health Unit","Toronto Public Health","Wellington-Dufferin-Guelph Health Unit","Windsor-Essex County Health Unit","York Region Public Health"
2023-12-03,4072,64,37,35,200,79,62,21,38,96,167,73,67,68,23,70,138,125,39,26,272,330,77,36,129,65,187,57,89,55,19,842,121,37,328
2023-12-10,4419,74,41,44,164,90,35,25,146,137,209,70,35,107,25,57,125,173,33,37,279,407,135,34,147,70,197,56,42,36,23,859,92,42,373
2023-12-17,4148,43,41,15,136,117,45,26,106,167,196,94,40,119,10,31,131,187,35,23,257,407,63,19,109,64,174,64,40,36,17,921,70,54,291
2023-12-24,3883,43,49,10,159,63,46,34,56,152,196,82,31,94,21,58,102,151,62,28,252,359,50,28,140,46,141,51,57,24,18,874,55,45,306
2023-12-31,4162,43,44,34,149,73,84,45,63,163,182,64,33,75,18,52,127,151,69,42,212,412,40,23,113,39,195,70,42,41,29,807,90,134,404
2024-01-07,3086,29,30,14,127,44,62,32,52,94,151,34,24,56,2,39,107,108,27,30,230,261,20,20,87,39,150,42,49,33,22,665,42,54,310
2024-01-14,2350,23,21,11,105,58,21,12,23,59,118,26,24,52,9,28,77,67,17,15,260,201,20,13,68,35,117,21,26,32,17,463,48,54,209
2024-01-21,1969,28,14,9,88,37,14,21,22,70,120,37,38,49,5,23,48,72,12,9,187,153,19,19,76,19,91,10,35,14,13,399,43,33,142
2024-01-28,1716,44,16,5,79,19,18,12,15,58,114,12,25,27,13,8,52,49,14,11,161,142,16,14,38,27,71,18,47,16,7,367,51,47,103
2024-02-04,1328,39,14,19,57,18,9,15,15,27,71,17,13,34,7,10,31,65,7,9,140,82,17,15,53,16,110,13,39,29,3,195,22,33,84
2024-02-11,1167,41,8,5,44,19,10,15,9,52,37,8,24,26,3,10,39,51,11,11,82,72,21,6,50,21,68,13,39,28,5,194,32,29,84
2024-02-18,1015,63,4,10,33,27,18,14,5,48,32,16,25,20,6,16,38,34,13,17,79,74,7,22,27,22,21,18,29,25,14,111,38,19,70
2024-02-25,858,37,12,1,27,28,22,1,10,13,22,4,47,18,8,30,32,24,13,13,80,52,12,18,22,13,27,10,11,27,15,105,23,20,61
2024-03-03,715,24,11,2,18,11,16,9,2,11,30,6,14,14,5,9,32,12,6,15,58,43,13,32,21,9,31,8,10,27,20,91,14,37,54
2024-03-10,886,21,7,5,13,7,6,6,2,34,32,8,12,25,9,6,16,25,8,7,62,45,11,27,36,22,16,10,14,23,3,77,10,229,52
2024-03-17,606,8,7,1,30,7,5,1,2,22,33,4,7,14,4,9,21,31,8,5,73,41,9,12,19,2,18,0,4,20,4,95,8,19,63
2024-03-24,519,18,6,0,12,17,9,2,8,32,13,4,4,27,1,4,11,28,6,3,74,47,3,4,10,8,11,1,5,12,2,76,12,9,40
2024-03-31,691,15,5,3,30,29,18,4,4,26,9,7,6,50,1,7,15,40,5,4,68,83,6,3,6,12,29,4,7,12,2,83,24,15,59
2024-04-07,712,22,8,2,47,29,12,4,8,24,12,8,5,21,2,11,27,23,3,3,41,98,15,7,11,5,40,8,10,20,4,119,22,13,28
2024-04-14,653,21,5,2,63,14,15,1,32,24,15,2,4,8,1,4,14,22,11,5,42,92,22,2,14,3,23,8,9,20,1,102,12,8,32
2024-04-21,739,39,7,1,55,7,20,4,32,36,29,2,4,18,3,5,8,17,10,11,35,109,13,2,20,2,27,12,4,19,1,105,16,9,57
2024-04-28,888,65,10,1,53,10,8,4,38,22,22,11,1,13,1,10,27,16,4,24,65,109,10,2,21,4,34,26,9,17,1,163,16,12,59
2024-05-05,941,80,10,2,41,14,10,6,12,58,27,14,3,25,4,5,14,23,11,22,41,77,12,6,25,2,27,47,10,32,1,185,34,8,53
2024-05-12,1257,29,10,2,65,12,21,3,9,30,31,27,4,36,2,21,25,38,7,23,70,122,13,3,35,7,68,18,19,17,1,290,51,24,124
2024-05-19,971,9,15,1,34,21,12,3,15,22,21,12,3,26,1,9,15,31,5,9,67,101,4,2,21,9,73,4,13,14,0,285,12,19,83
2024-05-26,930,13,17,0,24,22,15,13,24,15,26,9,2,19,0,1,13,35,11,8,56,130,5,11,20,21,42,5,24,11,2,261,6,18,51
2024-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
