"","Week start date","Ontario","Algoma Public Health Unit","Brant County Health Unit","Chatham-Kent Health Unit","Durham Region Health Department","Eastern Ontario Health Unit","Grey Bruce Health Unit","Haldimand-Norfolk Health Unit","Haliburton, Kawartha, Pine Ridge District Health Unit","Halton Region Health Department","Hamilton Public Health Services","Hastings and Prince Edward Counties Health Unit","Huron Perth Health Unit","Kingston, Frontenac and Lennox and Addington Health Unit","Lambton Public Health","Leeds, Grenville and Lanark District Health Unit","Middlesex-London Health Unit","Niagara Region Public Health Department","North Bay Parry Sound District Health Unit","Northwestern Health Unit","Ottawa Public Health","Peel Public Health","Peterborough Public Health","Porcupine Health Unit","Region of Waterloo, Public Health","Renfrew County and District Health Unit","Simcoe Muskoka District Health Unit","Southwestern Public Health","Sudbury and District Health Unit","Thunder Bay District Health Unit","Timiskaming Health Unit","Toronto Public Health","Wellington-Dufferin-Guelph Health Unit","Windsor-Essex County Health Unit","York Region Public Health"
"100","2021-11-21","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03","1.03"
"101","2021-11-28","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26","1.26"
"102","2021-12-05","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56","1.56"
"103","2021-12-12","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91"
"104","2021-12-19","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33","2.33"
"105","2021-12-26","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80","2.80"
"106","2022-01-02","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32","3.32"
"107","2022-01-09","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85","3.85"
"108","2022-01-16","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38","4.38"
"109","2022-01-23","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87","4.87"
"110","2022-01-30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30","5.30"
"111","2022-02-06","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61","5.61"
"112","2022-02-13","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79","5.79"
"113","2022-02-20","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84","5.84"
"114","2022-02-27","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77","5.77"
"115","2022-03-06","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63","5.63"
"116","2022-03-13","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45","5.45"
"117","2022-03-20","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28","5.28"
"118","2022-03-27","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14","5.14"
"119","2022-04-03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03","5.03"
"120","2022-04-10","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97"
"121","2022-04-17","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95","4.95"
"122","2022-04-24","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97","4.97"
"123","2022-05-01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01","5.01"
"124","2022-05-08","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05","5.05"
"125","2022-05-15","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06","5.06"
"126","2022-05-22","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04","5.04"
"127","2022-05-29","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98","4.98"
"128","2022-06-05","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88"
"129","2022-06-12","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75"
"130","2022-06-19","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59","4.59"
"131","2022-06-26","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43","4.43"
"132","2022-07-03","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28","4.28"
"133","2022-07-10","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16","4.16"
"134","2022-07-17","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09","4.09"
"135","2022-07-24","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08","4.08"
"136","2022-07-31","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14","4.14"
"137","2022-08-07","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25"
"138","2022-08-14","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42","4.42"
"139","2022-08-21","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64","4.64"
"140","2022-08-28","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88"
"141","2022-09-04","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12","5.12"
"142","2022-09-11","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34","5.34"
"143","2022-09-18","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51","5.51"
"144","2022-09-25","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62","5.62"
"145","2022-10-02","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68","5.68"
"146","2022-10-09","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69","5.69"
"147","2022-10-16","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65","5.65"
"148","2022-10-23","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57","5.57"
"149","2022-10-30","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47","5.47"
"150","2022-11-06","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36","5.36"
"151","2022-11-13","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27","5.27"
"152","2022-11-20","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21","5.21"
"153","2022-11-27","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19","5.19"
"154","2022-12-04","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20","5.20"
"155","2022-12-11","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24","5.24"
"156","2022-12-18","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32","5.32"
"157","2022-12-25","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42","5.42"
